Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
129;Julio Cesar;BRA;DF;Fluminense;Serie A Brasil;19;2006;3;2;176;2.0;0;1;1;0;0;0;0;0;0.3;0.3;0.2;0.5;11;3;4;0.00;0.51;0.51;0.00;0.51;0.15;0.09;0.24;0.15;0.24;4;0;0.0;2.05;0.00;0.00;;16.7;0;0;0;0.3;0.3;0.07;-0.3;-0.3;81;103;78.6;1145;420;49;52;94.2;27;37;73.0;2;5;40.0;1;0.2;0.1;+0.8;4;3;2;2;3;8;4.09;5;0;1;1;0;1;1;0.51;1;0;0;0;0;0;3;2;2;1;0;2;2;100.0;0;0;0;0;4;7;5;0;124;3;25;65;36;6;124;4;3;75.0;0;0.0;56;460;340;11;9;3;1;2;80;4;0;0;0;2;7;0;8;4;2;0;0;0;6;1;3;25.0
151;Jair Cunha;BRA;DF;Botafogo (RJ);Serie A Brasil;20;2005;11;11;990;11.0;0;1;1;0;0;0;0;0;0.5;0.5;0.2;0.7;3;31;3;0.00;0.09;0.09;0.00;0.09;0.04;0.02;0.06;0.04;0.06;8;1;12.5;0.73;0.09;0.00;0.00;13.0;0;0;0;0.5;0.5;0.06;-0.5;-0.5;541;620;87.3;10150;3475;197;215;91.6;282;302;93.4;52;85;61.2;1;0.2;0.4;+0.8;3;23;3;1;31;7;0.64;6;1;0;0;0;0;1;0.09;1;0;0;0;0;0;14;11;10;4;0;8;12;66.7;4;9;6;3;11;25;63;2;736;83;369;343;27;13;736;6;3;50.0;1;16.7;460;1973;1074;3;6;0;5;2;523;3;0;0;0;4;8;0;2;11;11;0;0;0;38;21;5;80.8
166;Dieguinho;BRA;DF,FW;Corinthians;Serie A Brasil;18;2007;10;2;259;2.9;0;0;0;0;0;0;0;0;0.6;0.6;0.1;0.7;16;12;41;0.00;0.00;0.00;0.00;0.00;0.20;0.03;0.23;0.20;0.23;9;1;11.1;3.13;0.35;0.00;0.00;19.3;1;0;0;0.6;0.6;0.07;-0.6;-0.6;106;131;80.9;1485;263;59;65;90.8;32;42;76.2;7;10;70.0;0;0.1;0.2;-0.1;2;5;5;2;12;5;1.74;3;0;0;1;1;0;0;0.00;0;0;0;0;0;0;3;2;1;1;1;2;5;40.0;3;3;0;3;0;3;5;0;166;1;21;70;78;15;166;13;11;84.6;2;15.4;121;883;427;16;5;7;7;6;133;41;0;0;0;1;6;0;9;0;2;0;0;0;12;0;2;0.0
184;Alysson Edward;BRA;FW,MF;Grêmio;Serie A Brasil;19;2006;29;19;1,624;18.0;1;2;3;1;0;0;5;0;3.0;3.0;1.4;4.3;55;34;123;0.06;0.11;0.17;0.06;0.17;0.16;0.07;0.24;0.16;0.24;39;13;33.3;2.16;0.72;0.03;0.08;17.4;0;0;0;3.0;3.0;0.08;-2.0;-2.0;317;441;71.9;4843;848;171;212;80.7;110;141;78.0;21;39;53.8;2;1.4;1.3;+0.6;9;17;11;4;34;50;2.77;20;0;10;9;10;1;6;0.33;3;0;1;0;2;0;43;22;19;18;6;19;31;61.3;12;33;1;32;15;58;11;0;742;13;123;327;311;70;742;84;34;40.5;42;50.0;457;3539;1692;55;40;28;64;41;528;123;5;0;0;25;62;3;31;15;22;2;0;0;60;40;49;44.9
205;Nathan Fernandes;BRA;FW,MF;Botafogo (RJ);Serie A Brasil;20;2005;10;2;330;3.7;1;2;3;1;0;0;1;0;1.4;1.4;0.7;2.2;15;10;32;0.27;0.55;0.82;0.27;0.82;0.39;0.20;0.59;0.39;0.59;8;4;50.0;2.18;1.09;0.13;0.25;13.3;0;0;0;1.4;1.4;0.18;-0.4;-0.4;97;122;79.5;1434;274;51;60;85.0;34;40;85.0;5;9;55.6;2;0.7;0.7;+1.3;3;4;4;0;10;10;2.73;9;0;1;0;0;0;4;1.09;4;0;0;0;0;0;5;1;2;2;1;1;4;25.0;3;2;0;2;2;7;5;0;176;2;16;77;89;21;176;19;9;47.4;8;42.1;110;803;372;15;15;8;15;4;127;32;1;0;0;4;5;2;5;2;1;0;0;0;16;4;8;33.3
212;Lucas Ferreira;BRA;FW;São Paulo;Serie A Brasil;19;2006;13;8;761;8.5;0;0;0;0;0;0;1;0;1.1;1.1;0.6;1.7;34;17;75;0.00;0.00;0.00;0.00;0.00;0.13;0.07;0.20;0.13;0.20;16;5;31.3;1.89;0.59;0.00;0.00;21.9;0;0;0;1.1;1.1;0.07;-1.1;-1.1;137;194;70.6;1922;591;76;92;82.6;50;61;82.0;5;20;25.0;0;0.6;0.5;-0.6;12;6;8;3;17;33;3.91;24;1;0;1;5;2;2;0.24;1;0;0;0;1;0;18;10;5;9;4;5;13;38.5;8;15;0;15;6;24;11;0;336;8;36;89;213;20;336;46;11;23.9;30;65.2;195;1529;788;34;21;8;22;14;214;75;1;0;0;11;19;0;29;6;10;1;0;0;31;13;9;59.1
215;Riquelme Fillipi;BRA;DF,FW;Palmeiras;Serie A Brasil;19;2006;2;0;28;0.3;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;2;1;4;0.00;0.00;0.00;0.00;0.00;0.22;0.00;0.22;0.22;0.22;2;0;0.0;6.43;0.00;0.00;;16.6;0;0;0;0.1;0.1;0.03;-0.1;-0.1;7;9;77.8;79;16;4;4;100.0;2;3;66.7;0;1;0.0;0;0.0;0.0;0.0;0;1;0;0;1;1;3.21;0;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;17;0;4;8;6;2;17;0;0;;0;;11;103;87;2;1;1;2;2;10;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;0.0
217;Matheus França;BRA;MF,FW;Vasco da Gama;Serie A Brasil;21;2004;13;1;302;3.4;0;0;0;0;0;0;1;0;0.4;0.4;0.1;0.5;10;19;23;0.00;0.00;0.00;0.00;0.00;0.13;0.03;0.16;0.13;0.16;9;2;22.2;2.68;0.60;0.00;0.00;22.8;0;0;0;0.4;0.4;0.05;-0.4;-0.4;169;210;80.5;2546;633;93;106;87.7;59;72;81.9;8;16;50.0;0;0.1;0.3;-0.1;3;15;5;3;19;12;3.58;10;0;1;1;0;0;1;0.30;1;0;0;0;0;0;9;5;5;2;2;3;7;42.9;4;6;2;4;4;13;5;1;266;6;53;132;86;10;266;10;7;70.0;2;20.0;173;876;450;10;11;0;10;4;197;23;1;0;0;7;3;0;12;4;5;0;0;0;19;5;5;50.0
218;Ryan Francisco;BRA;FW,MF;São Paulo;Serie A Brasil;19;2006;8;2;205;2.3;2;0;2;2;0;0;0;0;0.5;0.5;0.2;0.8;3;2;9;0.88;0.00;0.88;0.88;0.88;0.23;0.10;0.33;0.23;0.33;4;2;50.0;1.76;0.88;0.50;1.00;19.7;0;0;0;0.5;0.5;0.13;+1.5;+1.5;19;29;65.5;290;56;10;13;76.9;7;8;87.5;1;3;33.3;0;0.2;0.2;-0.2;3;0;2;0;2;5;2.20;4;0;1;0;0;0;2;0.88;1;0;1;0;0;0;0;0;0;0;0;0;3;0.0;3;1;0;1;0;0;0;0;41;0;1;19;21;4;41;6;3;50.0;2;33.3;28;129;75;3;0;0;2;3;34;9;0;0;0;4;6;1;1;0;0;0;0;0;2;0;7;0.0
224;Riquelme Freitas;BRA;FW,MF;Grêmio;Serie A Brasil;19;2006;10;4;388;4.3;0;0;0;0;0;0;0;0;0.3;0.3;0.8;1.1;3;14;14;0.00;0.00;0.00;0.00;0.00;0.07;0.19;0.25;0.07;0.25;2;1;50.0;0.46;0.23;0.00;0.00;19.7;0;0;0;0.3;0.3;0.14;-0.3;-0.3;150;177;84.7;2174;630;87;98;88.8;51;54;94.4;6;16;37.5;0;0.8;0.6;-0.8;5;14;4;1;14;12;2.79;8;2;0;1;0;1;1;0.23;1;0;0;0;0;0;6;4;2;4;0;5;11;45.5;6;8;0;8;1;7;2;0;226;2;33;140;59;3;226;22;11;50.0;9;40.9;151;660;259;3;5;0;13;6;169;14;0;0;0;3;11;0;8;1;4;0;0;0;23;4;10;28.6
235;Victor Gabriel;BRA;DF;Internacional;Serie A Brasil;21;2004;14;13;1,109;12.3;2;0;2;2;0;0;1;0;1.0;1.0;0.0;1.1;9;26;9;0.16;0.00;0.16;0.16;0.16;0.08;0.00;0.09;0.08;0.09;8;3;37.5;0.65;0.24;0.25;0.67;13.7;0;0;0;1.0;1.0;0.13;+1.0;+1.0;582;682;85.3;10160;3891;246;261;94.3;268;303;88.4;52;89;58.4;0;0.0;0.1;0.0;2;30;0;0;26;4;0.32;3;1;0;0;0;0;0;0.00;0;0;0;0;0;0;24;20;14;10;0;13;17;76.5;4;18;12;6;18;42;95;1;856;94;408;409;45;10;856;9;5;55.6;3;33.3;450;1992;893;9;4;0;8;3;546;9;1;0;0;22;4;0;3;18;20;0;0;0;36;38;16;70.4
245;Agustín Giay;ARG;DF;Palmeiras;Serie A Brasil;21;2004;28;20;1,888;21.0;0;0;0;0;0;0;1;1;0.4;0.4;1.4;1.7;33;81;89;0.00;0.00;0.00;0.00;0.00;0.02;0.06;0.08;0.02;0.08;9;1;11.1;0.43;0.05;0.00;0.00;22.8;0;0;0;0.4;0.4;0.04;-0.4;-0.4;924;1122;82.4;15923;5485;442;485;91.1;384;463;82.9;88;136;64.7;0;1.4;0.9;-1.4;21;67;12;5;81;50;2.38;42;6;0;0;1;1;2;0.10;2;0;0;0;0;0;54;40;27;22;5;30;50;60.0;20;22;6;16;14;68;52;2;1355;61;389;673;307;15;1355;26;6;23.1;18;69.2;668;3216;1922;33;24;1;29;7;797;89;1;1;0;35;33;1;38;14;40;0;1;0;87;22;15;59.5
252;Davi Goes;BRA;MF;Juventude;Serie A Brasil;20;2005;2;1;64;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;1;0;0.0;1.41;0.00;0.00;;25.1;0;0;0;0.0;0.0;0.02;0.0;0.0;29;32;90.6;561;122;11;11;100.0;14;14;100.0;3;5;60.0;0;0.0;0.0;0.0;0;1;0;0;2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;0;0;;0;4;4;0;1;2;2;0;42;3;25;15;2;0;42;0;0;;0;;22;77;35;0;1;0;0;0;24;0;0;0;0;0;0;0;0;1;1;0;0;0;5;0;2;0.0
254;Davi Gomes;BRA;FW;RB Bragantino;Serie A Brasil;20;2005;7;0;221;2.5;1;0;1;1;0;0;0;0;0.6;0.6;0.2;0.8;8;2;20;0.41;0.00;0.41;0.41;0.41;0.23;0.08;0.32;0.23;0.32;7;2;28.6;2.85;0.81;0.14;0.50;21.3;0;0;0;0.6;0.6;0.08;+0.4;+0.4;54;72;75.0;696;134;40;42;95.2;11;19;57.9;1;2;50.0;0;0.2;0.3;-0.2;3;1;3;1;2;6;2.44;4;0;0;2;0;0;0;0.00;0;0;0;0;0;0;2;0;1;0;1;1;6;16.7;5;3;0;3;0;2;1;0;109;2;16;41;56;14;109;22;8;36.4;13;59.1;76;543;281;8;8;5;4;3;84;20;0;0;0;3;4;0;6;0;0;0;0;0;9;1;4;20.0
255;Fredi Gomes;BRA;DF;Bahia;Serie A Brasil;19;2006;1;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;51;57;89.5;847;294;19;21;90.5;27;29;93.1;3;5;60.0;0;0.0;0.0;0.0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;1;0;0;1;1;100.0;0;1;0;1;2;3;2;1;65;5;40;25;0;0;65;0;0;;0;;48;211;100;0;0;0;0;0;48;0;0;0;0;1;1;0;0;2;1;0;0;0;2;0;2;0.0
260;Matheus Gonçalves;BRA;FW;Flamengo;Serie A Brasil;20;2005;4;0;69;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.1;2;3;8;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.08;0.04;0.08;1;1;100.0;1.30;1.30;0.00;0.00;27.6;0;0;0;0.0;0.0;0.03;0.0;0.0;50;61;82.0;772;99;32;35;91.4;14;16;87.5;4;8;50.0;0;0.0;0.0;0.0;2;3;0;0;3;3;3.97;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;1;3;33.3;2;2;0;2;0;1;0;0;75;0;5;43;30;1;75;8;2;25.0;6;75.0;42;290;112;2;1;0;2;2;57;8;0;0;0;1;2;0;2;0;1;0;0;0;6;0;1;0.0
267;Zé Guilherme;BRA;DF,FW;Bahia;Serie A Brasil;20;2005;3;0;86;1.0;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;3;5;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.09;0.09;0.09;2;0;0.0;2.09;0.00;0.00;;22.4;0;0;0;0.1;0.1;0.04;-0.1;-0.1;36;42;85.7;575;125;18;19;94.7;13;17;76.5;3;3;100.0;0;0.0;0.0;0.0;0;1;0;0;3;3;3.14;1;0;0;0;2;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2;0;2;3;3;3;0;57;2;17;26;14;1;57;6;2;33.3;3;50.0;27;140;48;1;3;0;0;0;34;5;0;0;0;1;2;0;1;3;0;0;0;0;5;2;0;100.0
268;Gustavinho;BRA;MF;RB Bragantino;Serie A Brasil;21;2004;15;6;577;6.4;0;0;0;0;0;0;1;0;1.0;1.0;0.5;1.5;11;39;32;0.00;0.00;0.00;0.00;0.00;0.16;0.08;0.23;0.16;0.23;13;5;38.5;2.03;0.78;0.00;0.00;17.4;0;0;0;1.0;1.0;0.08;-1.0;-1.0;178;254;70.1;2988;991;92;111;82.9;61;81;75.3;19;43;44.2;0;0.5;0.7;-0.5;8;19;6;0;39;15;2.34;8;6;0;1;0;0;2;0.31;1;0;0;1;0;0;13;9;7;5;1;4;5;80.0;1;5;2;3;5;18;5;0;325;6;44;159;127;15;325;15;9;60.0;5;33.3;178;924;423;11;8;1;16;10;220;32;1;0;0;9;2;1;29;5;9;0;0;0;21;4;6;40.0
271;Luiz Gustavo;BRA;DF;Vasco da Gama;Serie A Brasil;19;2006;5;3;288;3.2;0;0;0;0;0;0;3;0;0.0;0.0;0.0;0.0;2;12;0;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;1;0;0.0;0.31;0.00;0.00;;8.5;0;0;0;0.0;0.0;0.03;0.0;0.0;147;169;87.0;2834;1053;51;54;94.4;84;87;96.6;11;23;47.8;0;0.0;0.0;0.0;0;15;0;0;12;1;0.31;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;4;2;3;1;0;1;3;33.3;2;3;3;0;2;6;24;0;204;26;96;104;4;1;204;2;1;50.0;0;0.0;120;519;309;2;1;0;0;0;151;0;3;0;0;4;2;0;1;2;2;0;0;0;8;5;4;55.6
276;Henrique;BRA;FW,MF;São Paulo;Serie A Brasil;19;2006;3;0;43;0.5;0;1;1;0;0;0;0;0;0.0;0.0;0.5;0.5;5;4;8;0.00;2.09;2.09;0.00;2.09;0.05;1.01;1.06;0.05;1.06;1;1;100.0;2.09;2.09;0.00;0.00;24.6;0;0;0;0.0;0.0;0.02;0.0;0.0;19;27;70.4;298;158;10;10;100.0;3;4;75.0;3;7;42.9;1;0.5;0.2;+0.5;5;2;1;0;4;8;16.74;3;3;0;0;2;0;1;2.09;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;37;0;1;10;27;1;37;6;1;16.7;4;66.7;25;203;136;5;5;1;1;0;27;8;0;0;0;1;2;0;8;0;0;0;0;0;1;0;2;0.0
293;Victor Hugo;BRA;MF;Flamengo;Serie A Brasil;21;2004;1;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;7;71.4;72;46;3;4;75.0;2;3;66.7;0;0;;0;0.0;0.0;0.0;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;1;0;0;1;0;9;0;3;6;0;0;9;1;0;0.0;1;100.0;6;33;8;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;100.0
294;Victor Hugo;BRA;MF,FW;Santos;Serie A Brasil;21;2004;9;6;443;4.9;0;0;0;0;0;0;0;0;0.4;0.4;0.3;0.7;16;27;24;0.00;0.00;0.00;0.00;0.00;0.08;0.07;0.15;0.08;0.15;7;3;42.9;1.42;0.61;0.00;0.00;18.7;0;0;0;0.4;0.4;0.06;-0.4;-0.4;155;203;76.4;2582;722;70;84;83.3;64;81;79.0;13;22;59.1;0;0.3;0.4;-0.3;5;26;2;1;27;14;2.84;12;0;0;0;0;2;1;0.20;1;0;0;0;0;0;4;2;2;1;1;2;10;20.0;8;8;2;6;4;8;7;0;255;6;24;164;68;14;255;10;4;40.0;5;50.0;151;920;463;16;8;3;10;5;186;24;0;0;0;3;3;0;7;4;2;0;0;0;6;11;6;64.7
295;Victor Hugo;BRA;DF;Sport Recife;Serie A Brasil;16;2008;1;1;61;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07;1;1;100.0;1.48;1.48;0.00;0.00;22.8;0;0;0;0.0;0.0;0.05;0.0;0.0;20;26;76.9;274;114;14;16;87.5;4;6;66.7;1;2;50.0;0;0.0;0.0;0.0;0;2;0;0;2;1;1.48;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;1;0;0;2;0;29;2;11;13;6;1;29;2;2;100.0;0;0.0;17;49;21;0;0;0;0;2;15;0;0;0;0;2;0;0;1;0;0;0;0;0;3;0;0;
297;Huguinho;BRA;MF;Botafogo (RJ);Serie A Brasil;18;2007;1;0;24;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07;1;0;0.0;3.75;0.00;0.00;;30.9;0;0;0;0.0;0.0;0.02;0.0;0.0;12;12;100.0;213;79;6;6;100.0;4;4;100.0;2;2;100.0;0;0.0;0.0;0.0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;0;0;0;1;1;0;0;14;0;2;10;2;0;14;0;0;;0;;12;24;12;0;0;0;0;0;12;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;
300;Hyan;BRA;MF;Santos;Serie A Brasil;21;2004;2;0;18;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.11;0.00;0.11;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;11;13;84.6;188;41;4;4;100.0;6;7;85.7;0;0;;0;0.0;0.0;0.0;1;0;0;0;1;1;5.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;1;1;0;1;1;100.0;0;0;0;0;1;3;0;0;16;0;2;7;8;0;16;0;0;;0;;4;14;1;0;0;0;0;1;9;0;0;0;0;2;1;0;0;1;1;0;0;0;2;0;0;
307;Isaac;BRA;DF;Atlético Mineiro;Serie A Brasil;21;2004;1;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;1;100.0;8;0;1;1;100.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;3;1;1;0;2;1;3;0;0;;0;;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
308;Isaque;BRA;MF;Fluminense;Serie A Brasil;18;2007;1;0;22;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;7;71.4;98;27;1;2;50.0;4;4;100.0;0;0;;0;0.0;0.0;0.0;0;0;1;0;1;1;4.29;0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;1;1;0;0;1;0;0;;0;0;0;0;0;1;1;0;9;1;2;4;3;0;9;0;0;;0;;3;28;20;0;0;0;0;0;3;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;33.3
309;Mateus Iseppe;BRA;MF;Atlético Mineiro;Serie A Brasil;19;2006;1;0;3;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;3;66.7;35;35;1;1;100.0;1;2;50.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;2;0;0;2;0;0;;0;0;0;0;0;2;0;0;6;0;0;1;5;0;6;2;0;0.0;2;100.0;4;15;0;0;0;0;0;0;4;2;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;
313;Leo Jacó;BRA;FW,MF;Vasco da Gama;Serie A Brasil;20;2005;2;0;16;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;1;100.0;14;0;1;1;100.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;1;1;0;1;1;100.0;0;0;0;0;0;2;1;0;5;0;2;1;2;0;5;0;0;;0;;4;14;5;0;0;0;1;1;4;4;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0;
319;Jardiel;BRA;FW;Grêmio;Serie A Brasil;20;2005;4;0;26;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;6;83.3;81;32;3;3;100.0;1;1;100.0;1;1;100.0;0;0.0;0.0;0.0;0;1;0;0;2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;1;0;0;0;0;0;10;1;2;4;4;1;10;0;0;;0;;7;15;0;0;1;0;1;1;7;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;
322;Jefinho;BRA;MF;Sport Recife;Serie A Brasil;19;2006;1;0;23;0.3;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;1;0;3;0.00;0.00;0.00;0.00;0.00;0.91;0.00;0.91;0.91;0.91;1;0;0.0;3.91;0.00;0.00;;7.8;0;0;0;0.2;0.2;0.23;-0.2;-0.2;15;16;93.8;195;17;10;11;90.9;2;2;100.0;1;1;100.0;0;0.0;0.0;0.0;0;1;0;0;0;2;7.83;1;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;1;0;1;1;1;0;0;21;0;1;9;11;1;21;0;0;;0;;12;73;33;1;1;0;1;0;15;3;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;
328;Maykon Jesus;BRA;DF;Vitória;Serie A Brasil;19;2005;9;8;766;8.5;0;0;0;0;0;0;1;0;0.1;0.1;0.3;0.4;14;23;35;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.04;0.01;0.04;5;1;20.0;0.59;0.12;0.00;0.00;27.7;0;0;0;0.1;0.1;0.02;-0.1;-0.1;204;335;60.9;3448;1494;101;123;82.1;86;149;57.7;15;39;38.5;0;0.3;0.3;-0.3;4;18;4;2;23;11;1.29;8;1;0;0;2;0;2;0.23;2;0;0;0;0;0;15;8;4;10;1;5;9;55.6;4;5;2;3;6;21;50;1;449;43;175;171;106;11;449;10;3;30.0;5;50.0;194;991;492;14;7;1;11;3;224;35;1;0;0;16;9;0;33;6;8;0;0;0;25;9;8;52.9
332;Jonathan;BRA;DF;Cruzeiro;Serie A Brasil;21;2004;12;9;708;7.9;0;1;1;0;0;0;1;1;0.0;0.0;0.5;0.5;3;17;6;0.00;0.13;0.13;0.00;0.13;0.00;0.06;0.06;0.00;0.06;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;244;276;88.4;4613;1742;91;100;91.0;121;131;92.4;30;39;76.9;1;0.5;0.1;+0.5;3;17;2;1;17;8;1.02;6;1;0;0;0;1;0;0.00;0;0;0;0;0;0;14;9;11;3;0;9;19;47.4;10;9;5;4;9;23;53;0;376;53;178;173;30;3;376;5;3;60.0;1;20.0;208;997;558;3;4;1;7;1;218;6;1;1;0;14;3;1;2;9;9;0;0;0;23;8;5;61.5
335;José;BRA;DF;Cruzeiro;Serie A Brasil;20;2005;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
